Log file open, 12/06/22 09:53:38
[2022.12.06-14.54.07:265][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Door_400x300.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Architecture/Wall_Door_400x300.uasset"
[2022.12.06-14.54.07:269][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Door_400x400.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Architecture/Wall_Door_400x400.uasset"
[2022.12.06-14.54.07:272][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Window_400x300.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Architecture/Wall_Window_400x300.uasset"
[2022.12.06-14.54.07:275][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Window_400x400.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Architecture/Wall_Window_400x400.uasset"
[2022.12.06-14.54.07:279][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset"
[2022.12.06-14.54.07:283][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting.umap" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Maps/Advanced_Lighting.umap"
[2022.12.06-14.54.07:286][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset"
[2022.12.06-14.54.07:289][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset"
[2022.12.06-14.54.07:293][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset"
[2022.12.06-14.54.07:297][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset"
[2022.12.06-14.54.07:300][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset"
[2022.12.06-14.54.07:304][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset"
[2022.12.06-14.54.07:309][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset"
[2022.12.06-14.54.07:313][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/BP_LightStudio.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Blueprints/BP_LightStudio.uasset"
[2022.12.06-14.54.07:317][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default.umap" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Maps/Minimal_Default.umap"
[2022.12.06-14.54.07:322][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset"
[2022.12.06-14.54.07:327][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap.umap" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Maps/StarterMap.umap"
[2022.12.06-14.54.07:344][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap_BuiltData.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Maps/StarterMap_BuiltData.uasset"
[2022.12.06-14.54.07:388][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset"
[2022.12.06-14.54.07:393][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse01.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Collapse01.uasset"
[2022.12.06-14.54.07:398][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse02.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Collapse02.uasset"
[2022.12.06-14.54.07:399][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse_Cue.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Collapse_Cue.uasset"
[2022.12.06-14.54.07:403][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion01.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Explosion01.uasset"
[2022.12.06-14.54.07:408][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion02.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Explosion02.uasset"
[2022.12.06-14.54.07:409][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion_Cue.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Explosion_Cue.uasset"
[2022.12.06-14.54.07:414][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire01.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Fire01.uasset"
[2022.12.06-14.54.07:417][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire01_Cue.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Fire01_Cue.uasset"
[2022.12.06-14.54.07:421][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire_Sparks01.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Fire_Sparks01.uasset"
[2022.12.06-14.54.07:422][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset"
[2022.12.06-14.54.07:426][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Light01.uasset"
[2022.12.06-14.54.07:427][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01_Cue.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Light01_Cue.uasset"
[2022.12.06-14.54.07:432][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Light02.uasset"
[2022.12.06-14.54.07:433][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02_Cue.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Light02_Cue.uasset"
[2022.12.06-14.54.07:438][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Smoke01.uasset"
[2022.12.06-14.54.07:439][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01_Cue.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Smoke01_Cue.uasset"
[2022.12.06-14.54.07:442][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Background_Cue.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Starter_Background_Cue.uasset"
[2022.12.06-14.54.07:448][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Birds01.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Starter_Birds01.uasset"
[2022.12.06-14.54.07:459][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music01.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Starter_Music01.uasset"
[2022.12.06-14.54.07:460][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music_Cue.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Starter_Music_Cue.uasset"
[2022.12.06-14.54.07:466][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind05.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Starter_Wind05.uasset"
[2022.12.06-14.54.07:472][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind06.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Starter_Wind06.uasset"
[2022.12.06-14.54.07:477][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Steam01.uasset"
[2022.12.06-14.54.07:478][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01_Cue.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Audio/Steam01_Cue.uasset"
[2022.12.06-14.54.07:481][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_AssetPlatform.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_AssetPlatform.uasset"
[2022.12.06-14.54.07:485][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Floor.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Basic_Floor.uasset"
[2022.12.06-14.54.07:488][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Basic_Wall.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Basic_Wall.uasset"
[2022.12.06-14.54.07:492][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset"
[2022.12.06-14.54.07:495][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_New.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Brick_Clay_New.uasset"
[2022.12.06-14.54.07:498][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset"
[2022.12.06-14.54.07:501][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Brick_Cut_Stone.uasset"
[2022.12.06-14.54.07:504][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Brick_Hewn_Stone.uasset"
[2022.12.06-14.54.07:508][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ceramic_Tile_Checker.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Ceramic_Tile_Checker.uasset"
[2022.12.06-14.54.07:511][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cone.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_Cone.uasset"
[2022.12.06-14.54.07:514][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset"
[2022.12.06-14.54.07:518][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset"
[2022.12.06-14.54.07:522][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cube.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_Cube.uasset"
[2022.12.06-14.54.07:525][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset"
[2022.12.06-14.54.07:528][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cylinder.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_Cylinder.uasset"
[2022.12.06-14.54.07:533][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset"
[2022.12.06-14.54.07:537][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Grime.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Concrete_Grime.uasset"
[2022.12.06-14.54.07:541][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset"
[2022.12.06-14.54.07:544][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Panels.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Concrete_Panels.uasset"
[2022.12.06-14.54.07:547][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_Pipe.uasset"
[2022.12.06-14.54.07:551][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Poured.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Concrete_Poured.uasset"
[2022.12.06-14.54.07:557][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe_180.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_Pipe_180.uasset"
[2022.12.06-14.54.07:560][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Concrete_Tiles.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Concrete_Tiles.uasset"
[2022.12.06-14.54.07:565][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe_90.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_Pipe_90.uasset"
[2022.12.06-14.54.07:569][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Glass.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Glass.uasset"
[2022.12.06-14.54.07:573][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Plane.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_Plane.uasset"
[2022.12.06-14.54.07:576][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Grass.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Ground_Grass.uasset"
[2022.12.06-14.54.07:579][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset"
[2022.12.06-14.54.07:583][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Gravel.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Ground_Gravel.uasset"
[2022.12.06-14.54.07:586][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Ground_Moss.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Ground_Moss.uasset"
[2022.12.06-14.54.07:590][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Sphere.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_Sphere.uasset"
[2022.12.06-14.54.07:593][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Torus.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_Torus.uasset"
[2022.12.06-14.54.07:597][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset"
[2022.12.06-14.54.07:601][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_Trim.uasset"
[2022.12.06-14.54.07:605][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset"
[2022.12.06-14.54.07:608][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim_90_In.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_Trim_90_In.uasset"
[2022.12.06-14.54.07:611][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Chrome.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Metal_Chrome.uasset"
[2022.12.06-14.54.07:615][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset"
[2022.12.06-14.54.07:618][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Copper.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Metal_Copper.uasset"
[2022.12.06-14.54.07:622][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Gold.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Metal_Gold.uasset"
[2022.12.06-14.54.07:625][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_TriPyramid.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_TriPyramid.uasset"
[2022.12.06-14.54.07:628][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Rust.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Metal_Rust.uasset"
[2022.12.06-14.54.07:632][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Tube.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_Tube.uasset"
[2022.12.06-14.54.07:635][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Wedge_A.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_Wedge_A.uasset"
[2022.12.06-14.54.07:638][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Wedge_B.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_Wedge_B.uasset"
[2022.12.06-14.54.07:642][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_WideCapsule.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Shapes/Shape_WideCapsule.uasset"
[2022.12.06-14.54.07:645][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Steel.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Metal_Steel.uasset"
[2022.12.06-14.54.07:649][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Basalt.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Rock_Basalt.uasset"
[2022.12.06-14.54.07:652][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset"
[2022.12.06-14.54.07:655][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Sandstone.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Rock_Sandstone.uasset"
[2022.12.06-14.54.07:658][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Slate.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Rock_Slate.uasset"
[2022.12.06-14.54.07:661][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset"
[2022.12.06-14.54.07:665][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset"
[2022.12.06-14.54.07:669][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset"
[2022.12.06-14.54.07:672][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Panel.uasset" to "../../../../../../Users/agdav/OneDrive/Desktop/Unreal Projects/LearningProject1/Content/StarterContent/Materials/M_Tech_Panel.uasset"
